name,version,install_command,release_date,release_year,old_version,old_release_date,old_release_year,url
mistune,3.0.1,pip install mistune,2023-06-09,2023,0.1.0,2014-02-18,2014,https://pypi.org/project/mistune/
missingno,0.5.2,pip install missingno,2023-02-26,2023,0.1.0,2016-03-28,2016,https://pypi.org/project/missingno/
miniKanren,1.0.3,pip install miniKanren,2022-01-19,2022,0.2.5,2019-12-22,2019,https://pypi.org/project/miniKanren/
lazy_loader,0.3,pip install lazy_loader,2023-06-30,2023,0.1rc1,2022-03-01,2022,https://pypi.org/project/lazy_loader/
lit,16.0.6,pip install lit,2023-06-14,2023,0.1.0,2010-09-18,2010,https://pypi.org/project/lit/
linkify-it-py,2.0.2,pip install linkify-it-py,2023-05-02,2023,0.0.1,2020-11-11,2020,https://pypi.org/project/linkify-it-py/
mlxtend,0.22.0,pip install mlxtend,2023-04-02,2023,0.1.0,2014-08-14,2014,https://pypi.org/project/mlxtend/
mkl,2023.2.0,pip install mkl,2023-07-14,2023,2018.0.0,2017-09-12,2017,https://pypi.org/project/mkl/
ml-dtypes,0.2.0,pip install ml-dtypes,2023-06-06,2023,0.0.1,2023-03-10,2023,https://pypi.org/project/ml-dtypes/
moviepy,1.0.3,pip install moviepy,2020-05-07,2020,0.2,2013-09-17,2013,https://pypi.org/project/moviepy/
more-itertools,10.1.0,pip install more-itertools,2023-08-03,2023,1.0,2012-04-26,2012,https://pypi.org/project/more-itertools/
mpmath,1.3.0,pip install mpmath,2023-03-07,2023,0.1,2007-09-28,2007,https://pypi.org/project/mpmath/
logical-unification,0.4.6,pip install logical-unification,2023-05-06,2023,0.2.2,2019-12-21,2019,https://pypi.org/project/logical-unification/
msgpack,1.0.5,pip install msgpack,2023-03-08,2023,0.5.0,2018-01-06,2018,https://pypi.org/project/msgpack/
multidict,6.0.4,pip install multidict,2022-12-24,2022,0.0.1,2016-02-07,2016,https://pypi.org/project/multidict/
multipledispatch,1.0.0,pip install multipledispatch,2023-06-27,2023,0.1.0,2014-02-19,2014,https://pypi.org/project/multipledispatch/
mizani,0.10.0,pip install mizani,2023-07-28,2023,0.1.0,2016-06-30,2016,https://pypi.org/project/mizani/
multitasking,0.0.11,pip install multitasking,2022-06-28,2022,0.0.1,2016-12-21,2016,https://pypi.org/project/multitasking/
murmurhash,1.0.9,pip install murmurhash,2022-10-14,2022,0.14,2014-07-30,2014,https://pypi.org/project/murmurhash/
nbclassic,1.0.0,pip install nbclassic,2023-05-04,2023,0.0.1,2019-10-24,2019,https://pypi.org/project/nbclassic/
music21,9.1.0,pip install music21,2023-06-16,2023,0.2.4a1,2010-05-06,2010,https://pypi.org/project/music21/
natsort,8.4.0,pip install natsort,2023-06-20,2023,2.0.0,2012-11-17,2012,https://pypi.org/project/natsort/
nbclient,0.8.0,pip install nbclient,2023-05-22,2023,0.1.0,2020-02-11,2020,https://pypi.org/project/nbclient/
nbformat,5.9.2,pip install nbformat,2023-07-31,2023,0.0.0,2015-04-21,2015,https://pypi.org/project/nbformat/
nbconvert,7.7.4,pip install nbconvert,2023-08-16,2023,0.0.0,2015-04-21,2015,https://pypi.org/project/nbconvert/
nest-asyncio,1.5.7,pip install nest-asyncio,2023-07-28,2023,0.9.0,2018-09-07,2018,https://pypi.org/project/nest-asyncio/
nibabel,5.1.0,pip install nibabel,2023-04-03,2023,1.0.0,2010-10-15,2010,https://pypi.org/project/nibabel/
networkx,3.1,pip install networkx,2023-04-04,2023,0.23,2005-08-05,2005,https://pypi.org/project/networkx/
nltk,3.8.1,pip install nltk,2023-01-02,2023,2.0.1rc2-git,2011-12-01,2011,https://pypi.org/project/nltk/
notebook,7.0.2,pip install notebook,2023-08-04,2023,0.0.0,2015-04-21,2015,https://pypi.org/project/notebook/
numba,0.57.1,pip install numba,2023-06-21,2023,0.1,2012-08-15,2012,https://pypi.org/project/numba/
notebook-shim,0.2.3,pip install notebook-shim,2023-04-24,2023,0.0.1,2019-10-24,2019,https://pypi.org/project/notebook-shim/
numexpr,2.8.5,pip install numexpr,2023-08-06,2023,1.1.1,2009-01-23,2009,https://pypi.org/project/numexpr/
oauth2client,4.1.3,pip install oauth2client,2018-09-07,2018,1.0beta5prerelease,2011-10-28,2011,https://pypi.org/project/oauth2client/
numpy,1.25.2,pip install numpy,2023-07-31,2023,0.9.6,2006-03-14,2006,https://pypi.org/project/numpy/
opencv-python,4.8.0.76,pip install opencv-python,2023-08-09,2023,3.1.0,2016-09-03,2016,https://pypi.org/project/opencv-python/
oauthlib,3.2.2,pip install oauthlib,2022-10-17,2022,0.0.1,2012-04-11,2012,https://pypi.org/project/oauthlib/
opencv-contrib-python,4.8.0.76,pip install opencv-contrib-python,2023-08-09,2023,3.1.0.0,2017-04-08,2017,https://pypi.org/project/opencv-contrib-python/
opencv-python-headless,4.8.0.76,pip install opencv-python-headless,2023-08-09,2023,3.4.2.16,2018-07-21,2018,https://pypi.org/project/opencv-python-headless/
openpyxl,3.1.2,pip install openpyxl,2023-03-11,2023,1.1.0,2010-08-11,2010,https://pypi.org/project/openpyxl/
orbax-checkpoint,0.3.5,pip install orbax-checkpoint,2023-08-17,2023,0.0.0,2023-02-08,2023,https://pypi.org/project/orbax-checkpoint/
osqp,0.6.3,pip install osqp,2023-05-26,2023,0.0.0,2021-12-28,2021,https://pypi.org/project/osqp/
packaging,23.1,pip install packaging,2023-04-12,2023,14.0,2014-09-05,2014,https://pypi.org/project/packaging/
pandas,2.0.3,pip install pandas,2023-06-28,2023,0.1,2009-12-25,2009,https://pypi.org/project/pandas/
pandas-datareader,0.10.0,pip install pandas-datareader,2021-07-13,2021,0.1a,2015-03-27,2015,https://pypi.org/project/pandas-datareader/
pandas-gbq,0.19.2,pip install pandas-gbq,2023-05-10,2023,0.1.1,2017-02-22,2017,https://pypi.org/project/pandas-gbq/
param,1.13.0,pip install param,2023-03-14,2023,1.0,2012-07-19,2012,https://pypi.org/project/param/
pandocfilters,1.5.0,pip install pandocfilters,2021-09-14,2021,1.0,2013-09-12,2013,https://pypi.org/project/pandocfilters/
panel,1.2.1,pip install panel,2023-07-25,2023,0.0.1,2018-08-24,2018,https://pypi.org/project/panel/
opt-einsum,3.3.0,pip install opt-einsum,2020-07-19,2020,0.2.0,2016-07-30,2016,https://pypi.org/project/opt-einsum/
parso,0.8.3,pip install parso,2021-11-30,2021,0.0.1,2017-05-20,2017,https://pypi.org/project/parso/
optax,0.1.7,pip install optax,2023-07-26,2023,0.0.1,2020-08-14,2020,https://pypi.org/project/optax/
partd,1.4.0,pip install partd,2023-04-11,2023,0.1.0,2015-05-08,2015,https://pypi.org/project/partd/
pathy,0.10.2,pip install pathy,2023-06-19,2023,0.0.17,2020-04-24,2020,https://pypi.org/project/pathy/
patsy,0.5.3,pip install patsy,2022-10-09,2022,0.1.0,2012-07-10,2012,https://pypi.org/project/patsy/
pathlib,1.0.1,pip install pathlib,2014-09-03,2014,0.1,2012-01-30,2012,https://pypi.org/project/pathlib/
pexpect,4.8.0,pip install pexpect,2020-01-21,2020,0.97,2003-02-25,2003,https://pypi.org/project/pexpect/
pickleshare,0.7.5,pip install pickleshare,2018-09-25,2018,0.1,2006-01-28,2006,https://pypi.org/project/pickleshare/
pip,23.2.1,pip install pip,2023-07-22,2023,0.2,2008-10-28,2008,https://pypi.org/project/pip/
pip-tools,7.3.0,pip install pip-tools,2023-08-08,2023,0.1,2012-09-26,2012,https://pypi.org/project/pip-tools/
platformdirs,3.10.0,pip install platformdirs,2023-07-29,2023,2.0.0a1,2021-05-13,2021,https://pypi.org/project/platformdirs/
pluggy,1.2.0,pip install pluggy,2023-06-21,2023,0.3.0,2015-05-07,2015,https://pypi.org/project/pluggy/
plotly,5.16.1,pip install plotly,2023-08-16,2023,0.2,2013-06-12,2013,https://pypi.org/project/plotly/
plotnine,0.12.2,pip install plotnine,2023-07-21,2023,0.1.0,2017-04-22,2017,https://pypi.org/project/plotnine/
polars,0.18.15,pip install polars,2023-08-15,2023,0.0.1,2021-03-15,2021,https://pypi.org/project/polars/
prefetch-generator,1.0.3,pip install prefetch-generator,2022-11-19,2022,1.0.0,2016-08-13,2016,https://pypi.org/project/prefetch-generator/
portpicker,1.6.0,pip install portpicker,2023-08-15,2023,1.0.0,2015-03-21,2015,https://pypi.org/project/portpicker/
prettytable,3.8.0,pip install prettytable,2023-06-11,2023,0.1,2009-04-18,2009,https://pypi.org/project/prettytable/
preshed,3.0.8,pip install preshed,2022-10-14,2022,0.1,2014-09-26,2014,https://pypi.org/project/preshed/
progressbar2,4.2.0,pip install progressbar2,2022-10-26,2022,2.4.0,2013-08-20,2013,https://pypi.org/project/progressbar2/
promise,2.3,pip install promise,2019-12-18,2019,0.1.0,2009-11-26,2009,https://pypi.org/project/promise/
pooch,1.7.0,pip install pooch,2023-02-27,2023,0.1a1,2018-07-20,2018,https://pypi.org/project/pooch/
prometheus-client,0.17.1,pip install prometheus-client,2023-07-10,2023,0.0.1,2015-02-09,2015,https://pypi.org/project/prometheus-client/
prompt-toolkit,3.0.39,pip install prompt-toolkit,2023-07-04,2023,0.1,2014-08-01,2014,https://pypi.org/project/prompt-toolkit/
prophet,1.1.4,pip install prophet,2023-05-29,2023,0.1.1.post1,2020-06-07,2020,https://pypi.org/project/prophet/
protobuf,4.24.1,pip install protobuf,2023-08-18,2023,2.0.0beta,2008-07-10,2008,https://pypi.org/project/protobuf/
proglog,0.1.10,pip install proglog,2022-05-05,2022,0.1.0,2017-08-13,2017,https://pypi.org/project/proglog/
proto-plus,1.22.3,pip install proto-plus,2023-06-22,2023,0.1.0a1,2018-10-03,2018,https://pypi.org/project/proto-plus/
psycopg2,2.9.7,pip install psycopg2,2023-08-05,2023,2.0.2,2006-06-12,2006,https://pypi.org/project/psycopg2/
psutil,5.9.5,pip install psutil,2023-04-17,2023,0.1.0,2009-01-27,2009,https://pypi.org/project/psutil/
ptyprocess,0.7.0,pip install ptyprocess,2020-12-28,2020,0.1,2014-10-03,2014,https://pypi.org/project/ptyprocess/
py-cpuinfo,9.0.0,pip install py-cpuinfo,2022-10-25,2022,0.1.0,2014-09-21,2014,https://pypi.org/project/py-cpuinfo/
pyOpenSSL,23.2.0,pip install pyOpenSSL,2023-05-31,2023,0.6,2008-06-04,2008,https://pypi.org/project/pyOpenSSL/
pyasn1,0.5.0,pip install pyasn1,2023-04-20,2023,0.0.6a,2007-04-28,2007,https://pypi.org/project/pyasn1/
pyarrow,12.0.1,pip install pyarrow,2023-06-13,2023,0.1.0,2017-02-03,2017,https://pypi.org/project/pyarrow/
py4j,0.10.9.7,pip install py4j,2022-08-12,2022,0.1,2009-12-23,2009,https://pypi.org/project/py4j/
pycocotools,2.0.7,pip install pycocotools,2023-08-14,2023,2.0.0,2018-03-11,2018,https://pypi.org/project/pycocotools/
pyasn1-modules,0.3.0,pip install pyasn1-modules,2023-04-20,2023,0.0.1a,2011-03-06,2011,https://pypi.org/project/pyasn1-modules/
pycparser,2.21,pip install pycparser,2021-11-06,2021,2.02,2011-02-18,2011,https://pypi.org/project/pycparser/
pyct,0.5.0,pip install pyct,2023-01-30,2023,0.0.1,2018-02-15,2018,https://pypi.org/project/pyct/
pydantic,2.2.1,pip install pydantic,2023-08-18,2023,0.0.1,2017-05-03,2017,https://pypi.org/project/pydantic/
pydantic-core,2.6.1,pip install pydantic-core,2023-08-18,2023,0.0.1,2022-04-20,2022,https://pypi.org/project/pydantic-core/
pydata-google-auth,1.8.2,pip install pydata-google-auth,2023-08-01,2023,0.1.0,2018-10-23,2018,https://pypi.org/project/pydata-google-auth/
pygame,2.5.1,pip install pygame,2023-08-14,2023,1.7.1,2005-08-16,2005,https://pypi.org/project/pygame/
pydotplus,2.0.2,pip install pydotplus,2014-12-09,2014,2.0.0,2014-12-02,2014,https://pypi.org/project/pydotplus/
pyerfa,2.0.0.3,pip install pyerfa,2023-03-23,2023,1.7.0,2020-05-31,2020,https://pypi.org/project/pyerfa/
pydot,1.4.2,pip install pydot,2021-02-15,2021,0.9,2004-04-19,2004,https://pypi.org/project/pydot/
pymc,5.7.2,pip install pymc,2023-08-09,2023,2.0,2009-01-05,2009,https://pypi.org/project/pymc/
pydot-ng,2.0.0,pip install pydot-ng,2018-10-16,2018,0.0.0,2015-02-25,2015,https://pypi.org/project/pydot-ng/
pyparsing,3.1.1,pip install pyparsing,2023-07-30,2023,1.1.2,2004-03-20,2004,https://pypi.org/project/pyparsing/
pyproj,3.6.0,pip install pyproj,2023-06-12,2023,1.8.0,2006-10-20,2006,https://pypi.org/project/pyproj/
pymystem3,0.2.0,pip install pymystem3,2018-07-04,2018,0.1.0,2014-08-20,2014,https://pypi.org/project/pymystem3/
pyproject_hooks,1.0.0,pip install pyproject_hooks,2022-11-21,2022,0.1.0,2021-12-03,2021,https://pypi.org/project/pyproject_hooks/
pytest,7.4.0,pip install pytest,2023-06-23,2023,2.0.0,2010-11-25,2010,https://pypi.org/project/pytest/
python-apt,0.7.8,pip install python-apt,2012-07-12,2012,0.0.0,2015-10-14,2015,https://pypi.org/project/python-apt/
pytensor,2.14.2,pip install pytensor,2023-08-04,2023,2.8.10,2022-11-23,2022,https://pypi.org/project/pytensor/
python-dateutil,2.8.2,pip install python-dateutil,2021-07-14,2021,0.1,2003-10-09,2003,https://pypi.org/project/python-dateutil/
python-louvain,0.16,pip install python-louvain,2022-01-29,2022,0.1,2013-11-05,2013,https://pypi.org/project/python-louvain/
python-utils,3.7.0,pip install python-utils,2023-06-22,2023,1.0,2011-10-16,2011,https://pypi.org/project/python-utils/
python-slugify,8.0.1,pip install python-slugify,2023-02-24,2023,0.0.1,2012-10-15,2012,https://pypi.org/project/python-slugify/
pyviz-comms,3.0.0,pip install pyviz-comms,2023-08-16,2023,0.1.0,2018-05-22,2018,https://pypi.org/project/pyviz-comms/
pytz,2023.3,pip install pytz,2023-03-29,2023,2004d,2004-09-27,2004,https://pypi.org/project/pytz/
pyzmq,25.1.1,pip install pyzmq,2023-08-10,2023,2.0.7,2010-08-29,2010,https://pypi.org/project/pyzmq/
qudida,0.0.4,pip install qudida,2021-08-09,2021,0.0.2,2021-07-11,2021,https://pypi.org/project/qudida/
qdldl,0.1.7.post0,pip install qdldl,2023-07-05,2023,0.0.1,2020-01-04,2020,https://pypi.org/project/qdldl/
referencing,0.30.2,pip install referencing,2023-08-05,2023,0.1.0,2022-11-21,2022,https://pypi.org/project/referencing/
regex,2023.8.8,pip install regex,2023-08-08,2023,2013-02-16,2013-02-16,2013,https://pypi.org/project/regex/
requirements-parser,0.5.0,pip install requirements-parser,2022-01-20,2022,0.0.2,2013-05-28,2013,https://pypi.org/project/requirements-parser/
requests,2.31.0,pip install requests,2023-05-22,2023,0.0.1,2011-02-13,2011,https://pypi.org/project/requests/
requests-oauthlib,1.3.1,pip install requests-oauthlib,2022-01-29,2022,0.2.0,2012-11-23,2012,https://pypi.org/project/requests-oauthlib/
rich,13.5.2,pip install rich,2023-08-01,2023,0.1.0,2019-11-10,2019,https://pypi.org/project/rich/
rpds-py,0.9.2,pip install rpds-py,2023-07-18,2023,0.1.0,2023-03-01,2023,https://pypi.org/project/rpds-py/
rpy2,3.5.13,pip install rpy2,2023-06-26,2023,2.0.8,2009-11-06,2009,https://pypi.org/project/rpy2/
scikit-learn,1.3.0,pip install scikit-learn,2023-06-30,2023,0.9,2011-09-21,2011,https://pypi.org/project/scikit-learn/
rsa,4.9,pip install rsa,2022-07-20,2022,1.1,2008-04-23,2008,https://pypi.org/project/rsa/
scikit-image,0.21.0,pip install scikit-image,2023-06-02,2023,0.7.2,2012-10-14,2012,https://pypi.org/project/scikit-image/
scipy,1.11.2,pip install scipy,2023-08-17,2023,0.4.4,2006-01-09,2006,https://pypi.org/project/scipy/
setuptools,68.1.2,pip install setuptools,2023-08-18,2023,0.6b1,2006-05-13,2006,https://pypi.org/project/setuptools/
scs,3.2.3,pip install scs,2023-04-05,2023,1.0,2014-04-18,2014,https://pypi.org/project/scs/
seaborn,0.12.2,pip install seaborn,2022-12-30,2022,0.1,2013-10-28,2013,https://pypi.org/project/seaborn/
shapely,2.0.1,pip install shapely,2023-01-30,2023,1.0a7,2007-10-23,2007,https://pypi.org/project/shapely/
sklearn-pandas,2.2.0,pip install sklearn-pandas,2021-05-08,2021,0.0.1,2013-04-25,2013,https://pypi.org/project/sklearn-pandas/
six,1.16.0,pip install six,2021-05-05,2021,0.9.0,2010-06-29,2010,https://pypi.org/project/six/
smart-open,6.3.0,pip install smart-open,2022-12-12,2022,0.1.0,2015-01-20,2015,https://pypi.org/project/smart-open/
snowballstemmer,2.2.0,pip install snowballstemmer,2021-11-16,2021,0.1.0,2013-02-15,2013,https://pypi.org/project/snowballstemmer/
sniffio,1.3.0,pip install sniffio,2022-09-01,2022,0.0.0,2018-07-31,2018,https://pypi.org/project/sniffio/
sortedcontainers,2.4.0,pip install sortedcontainers,2021-05-16,2021,0.5.0,2014-03-18,2014,https://pypi.org/project/sortedcontainers/
soupsieve,2.4.1,pip install soupsieve,2023-04-16,2023,0.4,2018-12-08,2018,https://pypi.org/project/soupsieve/
soundfile,0.12.1,pip install soundfile,2023-02-15,2023,0.8.0,2015-10-21,2015,https://pypi.org/project/soundfile/
soxr,0.3.6,pip install soxr,2023-08-15,2023,0.0.2,2021-05-09,2021,https://pypi.org/project/soxr/
spacy,3.6.1,pip install spacy,2023-08-08,2023,0.30,2015-01-25,2015,https://pypi.org/project/spacy/
spacy-loggers,1.0.4,pip install spacy-loggers,2022-12-08,2022,1.0.0,2021-09-23,2021,https://pypi.org/project/spacy-loggers/
spacy-legacy,3.0.12,pip install spacy-legacy,2023-01-23,2023,3.0.0.dev0,2021-01-15,2021,https://pypi.org/project/spacy-legacy/
sphinxcontrib-applehelp,1.0.7,pip install sphinxcontrib-applehelp,2023-08-14,2023,1.0.0,2019-02-05,2019,https://pypi.org/project/sphinxcontrib-applehelp/
sphinxcontrib-devhelp,1.0.5,pip install sphinxcontrib-devhelp,2023-08-14,2023,1.0.0,2019-01-19,2019,https://pypi.org/project/sphinxcontrib-devhelp/
sphinxcontrib-htmlhelp,2.0.4,pip install sphinxcontrib-htmlhelp,2023-08-14,2023,1.0.0,2019-02-14,2019,https://pypi.org/project/sphinxcontrib-htmlhelp/
sphinxcontrib-qthelp,1.0.6,pip install sphinxcontrib-qthelp,2023-08-14,2023,1.0.0,2019-01-17,2019,https://pypi.org/project/sphinxcontrib-qthelp/
sphinxcontrib-jsmath,1.0.1,pip install sphinxcontrib-jsmath,2019-01-21,2019,1.0.0,2019-01-13,2019,https://pypi.org/project/sphinxcontrib-jsmath/
sphinxcontrib-serializinghtml,1.1.9,pip install sphinxcontrib-serializinghtml,2023-08-20,2023,1.0.0,2019-02-17,2019,https://pypi.org/project/sphinxcontrib-serializinghtml/
sqlparse,0.4.4,pip install sqlparse,2023-04-18,2023,0.1.0,2009-04-07,2009,https://pypi.org/project/sqlparse/
sympy,1.12,pip install sympy,2023-05-10,2023,0.5.13-hg,2008-04-01,2008,https://pypi.org/project/sympy/
statsmodels,0.14.0,pip install statsmodels,2023-05-05,2023,0.4.0rc2,2012-04-11,2012,https://pypi.org/project/statsmodels/
srsly,2.4.7,pip install srsly,2023-07-18,2023,0.0.1,2018-12-01,2018,https://pypi.org/project/srsly/
tables,3.8.0,pip install tables,2022-12-23,2022,1.3,2006-04-01,2006,https://pypi.org/project/tables/
tabulate,0.9.0,pip install tabulate,2022-10-06,2022,0.3,2013-03-08,2013,https://pypi.org/project/tabulate/
tbb,2021.10.0,pip install tbb,2023-07-14,2023,2018.0.4,2018-06-14,2018,https://pypi.org/project/tbb/
tenacity,8.2.3,pip install tenacity,2023-08-14,2023,0.0.1.dev101,2016-08-11,2016,https://pypi.org/project/tenacity/
tensorboard,2.14.0,pip install tensorboard,2023-08-08,2023,1.0.0a0,2017-02-25,2017,https://pypi.org/project/tensorboard/
tblib,2.0.0,pip install tblib,2023-06-22,2023,0.0.1,2013-12-30,2013,https://pypi.org/project/tblib/
tensorboard-data-server,0.7.1,pip install tensorboard-data-server,2023-06-13,2023,0.1.0,2021-01-20,2021,https://pypi.org/project/tensorboard-data-server/
tensorflow,2.13.0,pip install tensorflow,2023-07-05,2023,0.12.0,2016-12-19,2016,https://pypi.org/project/tensorflow/
tensorflow-datasets,4.9.2,pip install tensorflow-datasets,2023-04-13,2023,1.0.1,2019-02-15,2019,https://pypi.org/project/tensorflow-datasets/
tensorflow-hub,0.14.0,pip install tensorflow-hub,2023-07-13,2023,0.1.0,2018-03-29,2018,https://pypi.org/project/tensorflow-hub/
tensorflow-io-gcs-filesystem,0.33.0,pip install tensorflow-io-gcs-filesystem,2023-08-02,2023,0.18.0,2021-05-14,2021,https://pypi.org/project/tensorflow-io-gcs-filesystem/
tensorflow-probability,0.21.0,pip install tensorflow-probability,2023-08-04,2023,0.0.1,2018-03-10,2018,https://pypi.org/project/tensorflow-probability/
tensorstore,0.1.41,pip install tensorstore,2023-08-09,2023,0.1.0,2020-04-03,2020,https://pypi.org/project/tensorstore/
termcolor,2.3.0,pip install termcolor,2023-04-23,2023,0.1,2008-06-07,2008,https://pypi.org/project/termcolor/
tf-slim,1.1.0,pip install tf-slim,2020-05-07,2020,1.0,2019-06-27,2019,https://pypi.org/project/tf-slim/
